variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
10,"[681, 700, 1721, 1982, 2034, 2947, 3171, 3358, 3498, 3638, 3874, 4092, 4549, 4777, 4901, 5421, 5892, 5964, 5994, 6137, 6139, 6476, 6594, 7192, 7515, 7952, 8123, 8542]",28,"[{'position': 2947, 'original_word': 'Table', 'replacement_word': 'time'}, {'position': 5892, 'original_word': 'Cotterell,', 'replacement_word': 'last'}, {'position': 7952, 'original_word': '(25.9)†', 'replacement_word': 'life'}, {'position': 7192, 'original_word': 'Enron', 'replacement_word': 'in'}, {'position': 3358, 'original_word': 'vec2vec', 'replacement_word': 'but'}, {'position': 3874, 'original_word': '8192-record', 'replacement_word': 'great'}, {'position': 4901, 'original_word': 'the', 'replacement_word': 'in'}, {'position': 681, 'original_word': '{u1,', 'replacement_word': 'in'}, {'position': 4777, 'original_word': 'data.', 'replacement_word': 'will'}, {'position': 3498, 'original_word': '0.62', 'replacement_word': 'on'}, {'position': 5421, 'original_word': 'Florian', 'replacement_word': 'were'}, {'position': 3638, 'original_word': 'is', 'replacement_word': 'had'}, {'position': 1721, 'original_word': 'we', 'replacement_word': 'world'}, {'position': 8123, 'original_word': '(25.9)', 'replacement_word': 'has'}, {'position': 700, 'original_word': 'by', 'replacement_word': 'place'}, {'position': 1982, 'original_word': 'F∗(ui),', 'replacement_word': 'person'}, {'position': 6594, 'original_word': 'Cao.', 'replacement_word': 'was'}, {'position': 4549, 'original_word': '(e.g.,', 'replacement_word': 'other'}, {'position': 5964, 'original_word': 'Association', 'replacement_word': 'the'}, {'position': 6476, 'original_word': 'Alec', 'replacement_word': 'good'}, {'position': 7515, 'original_word': 'dataset.', 'replacement_word': 'way'}, {'position': 8542, 'original_word': 'models', 'replacement_word': 'to'}, {'position': 3171, 'original_word': 'gte', 'replacement_word': 'little'}, {'position': 5994, 'original_word': '2016.', 'replacement_word': 'life'}, {'position': 2034, 'original_word': 'of', 'replacement_word': 'or'}, {'position': 6137, 'original_word': '“Do', 'replacement_word': 'way'}, {'position': 6139, 'original_word': 'and', 'replacement_word': 'could'}, {'position': 4092, 'original_word': 'inference', 'replacement_word': 'man'}]",0.043963797,0.99890375,0.0010962486,False,False
11,"[239, 926, 1243, 1648, 1781, 2000, 2031, 2072, 2176, 2325, 2416, 2530, 2991, 4253, 4576, 4644, 4798, 4846, 5268, 5418, 5979, 6866, 6948, 7162, 7323, 8105, 8438, 8597]",28,"[{'position': 2176, 'original_word': 'Gromov-Wasserstein', 'replacement_word': 'little'}, {'position': 5268, 'original_word': 'Conneau,', 'replacement_word': 'was'}, {'position': 8597, 'original_word': 'gtr', 'replacement_word': 'but'}, {'position': 2325, 'original_word': 'In', 'replacement_word': 'is'}, {'position': 2072, 'original_word': '1.0.', 'replacement_word': 'little'}, {'position': 7323, 'original_word': '(EMD),', 'replacement_word': 'in'}, {'position': 4253, 'original_word': 'given', 'replacement_word': 'were'}, {'position': 926, 'original_word': '2', 'replacement_word': 'long'}, {'position': 6948, 'original_word': 'Framework', 'replacement_word': 'or'}, {'position': 4644, 'original_word': 'noted', 'replacement_word': 'way'}, {'position': 8105, 'original_word': '0.98', 'replacement_word': 'time'}, {'position': 5418, 'original_word': '[cs.LG]', 'replacement_word': 'for'}, {'position': 2991, 'original_word': 'parentheses.', 'replacement_word': 'man'}, {'position': 4798, 'original_word': 'and', 'replacement_word': 'had'}, {'position': 2000, 'original_word': 'the', 'replacement_word': 'day'}, {'position': 6866, 'original_word': 'of', 'replacement_word': 'other'}, {'position': 1243, 'original_word': 'space', 'replacement_word': 'the'}, {'position': 5979, 'original_word': 'Hod', 'replacement_word': 'in'}, {'position': 4576, 'original_word': 'well', 'replacement_word': 'own'}, {'position': 2530, 'original_word': 'paired', 'replacement_word': 'in'}, {'position': 4846, 'original_word': 'inference.', 'replacement_word': 'have'}, {'position': 239, 'original_word': 'text,', 'replacement_word': 'little'}, {'position': 1648, 'original_word': 'B,', 'replacement_word': 'person'}, {'position': 2416, 'original_word': 'gte', 'replacement_word': 'was'}, {'position': 2031, 'original_word': 'is', 'replacement_word': 'own'}, {'position': 1781, 'original_word': 'internal', 'replacement_word': 'with'}, {'position': 8438, 'original_word': '4011.73', 'replacement_word': 'man'}, {'position': 7162, 'original_word': 'vec2vec', 'replacement_word': 'of'}]",0.03959097,0.99910915,0.000890851,False,False
12,"[199, 263, 391, 963, 1013, 1594, 2160, 2396, 2864, 2959, 3228, 3421, 3521, 3792, 3851, 4177, 4299, 4348, 4466, 4631, 5408, 5969, 6608, 6898, 7292, 8213, 8321, 8687]",28,"[{'position': 8321, 'original_word': '3).', 'replacement_word': 'had'}, {'position': 263, 'original_word': 'vector', 'replacement_word': 'thing'}, {'position': 391, 'original_word': 'Employee', 'replacement_word': 'for'}, {'position': 3851, 'original_word': 'Information', 'replacement_word': 'last'}, {'position': 2959, 'original_word': 'a', 'replacement_word': 'little'}, {'position': 8213, 'original_word': '32.59', 'replacement_word': 'first'}, {'position': 4631, 'original_word': 'to', 'replacement_word': 'or'}, {'position': 3228, 'original_word': '(0.0)', 'replacement_word': 'had'}, {'position': 5408, 'original_word': 'Alignment', 'replacement_word': 'was'}, {'position': 2864, 'original_word': '1.00', 'replacement_word': 'could'}, {'position': 1594, 'original_word': 'supervised', 'replacement_word': 'of'}, {'position': 3521, 'original_word': '(0.0)', 'replacement_word': 'place'}, {'position': 963, 'original_word': 'Embedding', 'replacement_word': 'hand'}, {'position': 199, 'original_word': 'trained', 'replacement_word': 'the'}, {'position': 4299, 'original_word': 'financial', 'replacement_word': 'of'}, {'position': 6608, 'original_word': '54.3', 'replacement_word': 'for'}, {'position': 5969, 'original_word': '(2024),', 'replacement_word': 'old'}, {'position': 4177, 'original_word': 'The', 'replacement_word': 'time'}, {'position': 3792, 'original_word': '0.09', 'replacement_word': 'in'}, {'position': 7292, 'original_word': 'document', 'replacement_word': 'world'}, {'position': 2396, 'original_word': '0.85', 'replacement_word': 'in'}, {'position': 3421, 'original_word': 'high', 'replacement_word': 'place'}, {'position': 8687, 'original_word': '7', 'replacement_word': 'man'}, {'position': 2160, 'original_word': 'assignment,', 'replacement_word': 'will'}, {'position': 4466, 'original_word': 'does', 'replacement_word': 'person'}, {'position': 6898, 'original_word': 'Yamagiwa,', 'replacement_word': 'but'}, {'position': 1013, 'original_word': 'these', 'replacement_word': 'last'}, {'position': 4348, 'original_word': 'Generation:', 'replacement_word': 'in'}]",0.04130739,0.9990301,0.0009698868,False,False
13,"[1020, 1239, 1779, 2061, 2296, 2839, 3062, 3231, 3495, 3668, 3801, 4132, 4784, 4803, 5393, 5454, 5539, 5753, 6017, 6081, 6146, 6593, 6967, 7197, 7597, 8168, 8608, 8657]",28,"[{'position': 6017, 'original_word': 'with', 'replacement_word': 'had'}, {'position': 6146, 'original_word': 'In:', 'replacement_word': 'has'}, {'position': 2061, 'original_word': 'similarity', 'replacement_word': 'new'}, {'position': 5393, 'original_word': 'Team.', 'replacement_word': 'old'}, {'position': 2839, 'original_word': '1.10', 'replacement_word': 'place'}, {'position': 7197, 'original_word': '1.5', 'replacement_word': 'has'}, {'position': 3231, 'original_word': '(0.0)', 'replacement_word': 'but'}, {'position': 8608, 'original_word': 'still', 'replacement_word': 'and'}, {'position': 5539, 'original_word': 'Hervé', 'replacement_word': 'time'}, {'position': 4132, 'original_word': 'training', 'replacement_word': 'old'}, {'position': 3495, 'original_word': '4096.78', 'replacement_word': 'thing'}, {'position': 7597, 'original_word': '0.79', 'replacement_word': 'great'}, {'position': 4784, 'original_word': 'that', 'replacement_word': 'the'}, {'position': 6967, 'original_word': 'Inverting', 'replacement_word': 'in'}, {'position': 6593, 'original_word': 'Jiannong', 'replacement_word': 'first'}, {'position': 6081, 'original_word': 'Kautz.', 'replacement_word': 'long'}, {'position': 4803, 'original_word': 'to', 'replacement_word': 'the'}, {'position': 5454, 'original_word': 'Liu,', 'replacement_word': 'have'}, {'position': 8657, 'original_word': 'for', 'replacement_word': 'good'}, {'position': 3668, 'original_word': 'M1M2', 'replacement_word': 'life'}, {'position': 1239, 'original_word': 'and', 'replacement_word': 'great'}, {'position': 3801, 'original_word': '0.98', 'replacement_word': 'hand'}, {'position': 8168, 'original_word': '(0.0)', 'replacement_word': 'would'}, {'position': 1779, 'original_word': 'dataset', 'replacement_word': 'little'}, {'position': 3062, 'original_word': '0.79', 'replacement_word': 'is'}, {'position': 2296, 'original_word': 'measure', 'replacement_word': 'in'}, {'position': 5753, 'original_word': 'Quoc', 'replacement_word': 'to'}, {'position': 1020, 'original_word': 'exists.', 'replacement_word': 'the'}]",0.054831944,0.99828976,0.0017102361,False,False
14,"[550, 631, 641, 885, 924, 1531, 2257, 2367, 2577, 2582, 2723, 3529, 3968, 4106, 4359, 4683, 5028, 5254, 5570, 5762, 5931, 6267, 6278, 6659, 7027, 7263, 7413, 7998]",28,"[{'position': 3968, 'original_word': 'audio,', 'replacement_word': 'good'}, {'position': 641, 'original_word': 'also', 'replacement_word': 'to'}, {'position': 5762, 'original_word': 'for', 'replacement_word': 'old'}, {'position': 6659, 'original_word': 'Jie', 'replacement_word': 'great'}, {'position': 5254, 'original_word': 'and', 'replacement_word': 'first'}, {'position': 6278, 'original_word': 'Text”.', 'replacement_word': 'in'}, {'position': 4359, 'original_word': 'expense', 'replacement_word': 'could'}, {'position': 4106, 'original_word': 'imaginary', 'replacement_word': 'in'}, {'position': 2577, 'original_word': 'vec2vec', 'replacement_word': 'own'}, {'position': 2582, 'original_word': 'incredibly', 'replacement_word': 'have'}, {'position': 924, 'original_word': 'on', 'replacement_word': 'other'}, {'position': 2723, 'original_word': 'ste.', 'replacement_word': 'could'}, {'position': 5028, 'original_word': 'In:', 'replacement_word': 'were'}, {'position': 550, 'original_word': 'use', 'replacement_word': 'little'}, {'position': 5931, 'original_word': 'Sentence”.', 'replacement_word': 'of'}, {'position': 6267, 'original_word': 'and', 'replacement_word': 'day'}, {'position': 7998, 'original_word': '0.00', 'replacement_word': 'long'}, {'position': 2367, 'original_word': '0.01', 'replacement_word': 'life'}, {'position': 5570, 'original_word': 'by', 'replacement_word': 'other'}, {'position': 3529, 'original_word': '(9.2)', 'replacement_word': 'good'}, {'position': 4683, 'original_word': '[40]', 'replacement_word': 'the'}, {'position': 2257, 'original_word': '≥1', 'replacement_word': 'to'}, {'position': 7263, 'original_word': '78', 'replacement_word': 'first'}, {'position': 7027, 'original_word': 'Efros.', 'replacement_word': 'and'}, {'position': 885, 'original_word': 'methods', 'replacement_word': 'long'}, {'position': 7413, 'original_word': 'Accuracy', 'replacement_word': 'have'}, {'position': 631, 'original_word': 'translations', 'replacement_word': 'last'}, {'position': 1531, 'original_word': 'that', 'replacement_word': 'good'}]",0.03986234,0.9990972,0.00090277195,False,False
15,"[268, 577, 905, 1120, 1862, 2030, 2074, 2325, 2520, 3173, 3200, 3418, 4010, 4206, 4349, 4439, 4452, 4616, 4983, 5074, 5724, 5908, 6627, 6784, 7307, 7944, 8516, 8638]",28,"[{'position': 3200, 'original_word': '(0.0)', 'replacement_word': 'and'}, {'position': 6784, 'original_word': 'Zeng,', 'replacement_word': 'new'}, {'position': 7944, 'original_word': '(0.0)', 'replacement_word': 'of'}, {'position': 4616, 'original_word': 'helps', 'replacement_word': 'for'}, {'position': 905, 'original_word': 'overlapping', 'replacement_word': 'have'}, {'position': 7307, 'original_word': 'π∗=', 'replacement_word': 'world'}, {'position': 268, 'original_word': 'Hypothesis', 'replacement_word': 'to'}, {'position': 5908, 'original_word': 'Haoran', 'replacement_word': 'own'}, {'position': 2325, 'original_word': 'In', 'replacement_word': 'last'}, {'position': 2074, 'original_word': 'that', 'replacement_word': 'the'}, {'position': 4010, 'original_word': 'granite', 'replacement_word': 'hand'}, {'position': 8638, 'original_word': 'learns', 'replacement_word': 'were'}, {'position': 577, 'original_word': 'method', 'replacement_word': 'and'}, {'position': 8516, 'original_word': '(0.6)', 'replacement_word': 'own'}, {'position': 1862, 'original_word': '512', 'replacement_word': 'with'}, {'position': 5074, 'original_word': 'method', 'replacement_word': 'place'}, {'position': 4439, 'original_word': 'representation', 'replacement_word': 'life'}, {'position': 2520, 'original_word': 'language', 'replacement_word': 'are'}, {'position': 3418, 'original_word': 'Wikipedia),', 'replacement_word': 'place'}, {'position': 5724, 'original_word': 'Olivia', 'replacement_word': 'in'}, {'position': 1120, 'original_word': 'neural', 'replacement_word': 'old'}, {'position': 6627, 'original_word': 'Parallel', 'replacement_word': 'will'}, {'position': 4452, 'original_word': 'on', 'replacement_word': 'person'}, {'position': 3173, 'original_word': '(0.0)', 'replacement_word': 'are'}, {'position': 4206, 'original_word': 'a', 'replacement_word': 'has'}, {'position': 2030, 'original_word': 'Accuracy', 'replacement_word': 'world'}, {'position': 4983, 'original_word': 'is', 'replacement_word': 'the'}, {'position': 4349, 'original_word': '“...future', 'replacement_word': 'hand'}]",0.03657773,0.9992394,0.0007606149,False,False
16,"[441, 1014, 1053, 1096, 1863, 2093, 2317, 2536, 2967, 3157, 3195, 3205, 3258, 3379, 3811, 3948, 4263, 4362, 4908, 5748, 5758, 5874, 6041, 6962, 7140, 7779, 8145, 8338]",28,"[{'position': 3205, 'original_word': '0.67', 'replacement_word': 'would'}, {'position': 4362, 'original_word': 'ready', 'replacement_word': 'new'}, {'position': 2317, 'original_word': 'in', 'replacement_word': 'place'}, {'position': 8338, 'original_word': 'each', 'replacement_word': 'was'}, {'position': 2967, 'original_word': 'batches', 'replacement_word': 'long'}, {'position': 6041, 'original_word': 'Understanding', 'replacement_word': 'in'}, {'position': 1053, 'original_word': 'their', 'replacement_word': 'thing'}, {'position': 4263, 'original_word': '5).', 'replacement_word': 'place'}, {'position': 4908, 'original_word': 'based', 'replacement_word': 'person'}, {'position': 2093, 'original_word': 'vi\x01\x03', 'replacement_word': 'are'}, {'position': 6962, 'original_word': 'Vitaly', 'replacement_word': 'the'}, {'position': 3379, 'original_word': 'be', 'replacement_word': 'would'}, {'position': 441, 'original_word': 'information', 'replacement_word': 'on'}, {'position': 3258, 'original_word': '8192-record', 'replacement_word': 'and'}, {'position': 1863, 'original_word': 'Table', 'replacement_word': 'world'}, {'position': 1096, 'original_word': 'that', 'replacement_word': 'or'}, {'position': 8145, 'original_word': 'gte', 'replacement_word': 'way'}, {'position': 3157, 'original_word': '0.14', 'replacement_word': 'great'}, {'position': 3811, 'original_word': '0.96', 'replacement_word': 'in'}, {'position': 7140, 'original_word': 'to', 'replacement_word': 'world'}, {'position': 7779, 'original_word': '(0.0)', 'replacement_word': 'will'}, {'position': 2536, 'original_word': 'latent', 'replacement_word': 'world'}, {'position': 3948, 'original_word': 'to', 'replacement_word': 'place'}, {'position': 5874, 'original_word': 'Language', 'replacement_word': 'great'}, {'position': 5748, 'original_word': 'Andrew', 'replacement_word': 'but'}, {'position': 1014, 'original_word': 'methods', 'replacement_word': 'hand'}, {'position': 3195, 'original_word': '(0.0)', 'replacement_word': 'was'}, {'position': 5758, 'original_word': '“Natural', 'replacement_word': 'own'}]",0.03206911,0.9994154,0.00058460236,False,False
17,"[23, 242, 751, 861, 1180, 1650, 1826, 1886, 2303, 3415, 3556, 3613, 4221, 4657, 5029, 5035, 5589, 6343, 6354, 6807, 6925, 7116, 7253, 7800, 7816, 8233, 8412, 8569]",28,"[{'position': 7816, 'original_word': '(0.0)', 'replacement_word': 'person'}, {'position': 6925, 'original_word': 'Xu.', 'replacement_word': 'but'}, {'position': 6807, 'original_word': 'Tasks”.', 'replacement_word': 'would'}, {'position': 23, 'original_word': 'Cornell', 'replacement_word': 'the'}, {'position': 1180, 'original_word': 'For', 'replacement_word': 'world'}, {'position': 3613, 'original_word': '8192).', 'replacement_word': 'has'}, {'position': 1826, 'original_word': '768', 'replacement_word': 'new'}, {'position': 5029, 'original_word': 'Proceedings', 'replacement_word': 'on'}, {'position': 8233, 'original_word': '0.86', 'replacement_word': 'on'}, {'position': 5035, 'original_word': 'on', 'replacement_word': 'long'}, {'position': 4657, 'original_word': 'ways', 'replacement_word': 'or'}, {'position': 6343, 'original_word': 'Lina', 'replacement_word': 'and'}, {'position': 7116, 'original_word': 'vec2vec', 'replacement_word': 'are'}, {'position': 6354, 'original_word': '“Counter-fitting', 'replacement_word': 'will'}, {'position': 7253, 'original_word': 'consumed', 'replacement_word': 'time'}, {'position': 5589, 'original_word': '2979–2984.', 'replacement_word': 'way'}, {'position': 3415, 'original_word': 'NQ', 'replacement_word': 'for'}, {'position': 8412, 'original_word': '0.00', 'replacement_word': 'of'}, {'position': 861, 'original_word': 'a', 'replacement_word': 'way'}, {'position': 1886, 'original_word': 'disjoint', 'replacement_word': 'great'}, {'position': 3556, 'original_word': '2678.90', 'replacement_word': 'in'}, {'position': 751, 'original_word': 'generate', 'replacement_word': 'hand'}, {'position': 242, 'original_word': 'of', 'replacement_word': 'time'}, {'position': 1650, 'original_word': 'sum', 'replacement_word': 'has'}, {'position': 7800, 'original_word': '(0.0)', 'replacement_word': 'had'}, {'position': 8569, 'original_word': 'errors', 'replacement_word': 'hand'}, {'position': 4221, 'original_word': 'attribute', 'replacement_word': 'other'}, {'position': 2303, 'original_word': 'accuracy', 'replacement_word': 'good'}]",0.039615665,0.9991075,0.00089251995,False,False
18,"[168, 427, 1933, 2360, 2519, 2630, 2652, 2867, 3082, 3885, 3966, 4163, 4636, 4656, 4780, 5824, 6109, 6430, 6589, 6595, 6921, 7222, 7559, 7579, 7681, 7818, 8393, 8472]",28,"[{'position': 7681, 'original_word': '(0.1)', 'replacement_word': 'were'}, {'position': 7559, 'original_word': '0.74', 'replacement_word': 'to'}, {'position': 6921, 'original_word': 'Feng', 'replacement_word': 'new'}, {'position': 3082, 'original_word': '(6.9)', 'replacement_word': 'own'}, {'position': 7818, 'original_word': '399.73', 'replacement_word': 'and'}, {'position': 1933, 'original_word': 'the', 'replacement_word': 'of'}, {'position': 8472, 'original_word': '1', 'replacement_word': 'of'}, {'position': 7579, 'original_word': '(8.2)‡', 'replacement_word': 'had'}, {'position': 4636, 'original_word': 'known', 'replacement_word': 'had'}, {'position': 6430, 'original_word': '2210.01738', 'replacement_word': 'has'}, {'position': 168, 'original_word': 'a', 'replacement_word': 'other'}, {'position': 427, 'original_word': 'the', 'replacement_word': 'time'}, {'position': 4780, 'original_word': 'Section', 'replacement_word': 'in'}, {'position': 3885, 'original_word': 'embeddings', 'replacement_word': 'old'}, {'position': 4656, 'original_word': 'various', 'replacement_word': 'thing'}, {'position': 2867, 'original_word': 'e5', 'replacement_word': 'would'}, {'position': 7222, 'original_word': 'needed', 'replacement_word': 'to'}, {'position': 2360, 'original_word': '0.03', 'replacement_word': 'in'}, {'position': 6589, 'original_word': '[52]', 'replacement_word': 'world'}, {'position': 5824, 'original_word': 'Machine', 'replacement_word': 'other'}, {'position': 6595, 'original_word': '“Generative', 'replacement_word': 'way'}, {'position': 4163, 'original_word': 'naïve', 'replacement_word': 'or'}, {'position': 2630, 'original_word': '0.99', 'replacement_word': 'in'}, {'position': 8393, 'original_word': 'Baseline', 'replacement_word': 'in'}, {'position': 2519, 'original_word': 'universal', 'replacement_word': 'has'}, {'position': 2652, 'original_word': '4088.58', 'replacement_word': 'long'}, {'position': 6109, 'original_word': 'Semantic', 'replacement_word': 'and'}, {'position': 3966, 'original_word': 'as', 'replacement_word': 'time'}]",0.04882152,0.9986447,0.0013552904,False,False
19,"[898, 980, 1256, 1464, 1771, 2090, 2398, 2527, 2651, 2884, 3193, 3315, 3349, 3588, 3996, 4214, 4281, 4676, 5139, 5204, 5376, 5657, 5757, 6342, 6743, 7246, 7815, 8209]",28,"[{'position': 5376, 'original_word': 'Yoshua', 'replacement_word': 'little'}, {'position': 898, 'original_word': 'word', 'replacement_word': 'had'}, {'position': 3588, 'original_word': 'between', 'replacement_word': 'have'}, {'position': 7815, 'original_word': '0.51', 'replacement_word': 'were'}, {'position': 8209, 'original_word': 'gte', 'replacement_word': 'has'}, {'position': 5139, 'original_word': 'Bansal,', 'replacement_word': 'for'}, {'position': 3349, 'original_word': 'the', 'replacement_word': 'of'}, {'position': 5657, 'original_word': 'Mohammad', 'replacement_word': 'world'}, {'position': 3996, 'original_word': 'but', 'replacement_word': 'would'}, {'position': 2090, 'original_word': 'i=1\x02', 'replacement_word': 'own'}, {'position': 1464, 'original_word': 'and', 'replacement_word': 'person'}, {'position': 4281, 'original_word': 'Nevertheless,', 'replacement_word': 'and'}, {'position': 4676, 'original_word': 'while', 'replacement_word': 'own'}, {'position': 2884, 'original_word': '0.81', 'replacement_word': 'world'}, {'position': 6342, 'original_word': 'Gasic,', 'replacement_word': 'were'}, {'position': 7246, 'original_word': 'of', 'replacement_word': 'the'}, {'position': 980, 'original_word': 'to', 'replacement_word': 'old'}, {'position': 5204, 'original_word': 'Conmy,', 'replacement_word': 'great'}, {'position': 6743, 'original_word': 'Yue', 'replacement_word': 'little'}, {'position': 2651, 'original_word': '0.00', 'replacement_word': 'man'}, {'position': 2398, 'original_word': '0.91', 'replacement_word': 'with'}, {'position': 2527, 'original_word': 'representations', 'replacement_word': 'was'}, {'position': 1256, 'original_word': 'text', 'replacement_word': 'has'}, {'position': 1771, 'original_word': 'Enron', 'replacement_word': 'person'}, {'position': 3315, 'original_word': 'to', 'replacement_word': 'have'}, {'position': 4214, 'original_word': 'of', 'replacement_word': 'and'}, {'position': 3193, 'original_word': 'e5gran.', 'replacement_word': 'with'}, {'position': 5757, 'original_word': 'Petrov.', 'replacement_word': 'and'}]",0.038223468,0.99916935,0.00083065033,False,False
20,"[324, 331, 502, 1085, 1284, 1609, 1638, 1788, 2198, 2494, 2682, 2908, 3499, 3724, 3768, 4049, 4546, 4788, 5618, 6168, 6636, 6713, 6817, 7605, 7662, 7675, 7685, 8675]",28,"[{'position': 1284, 'original_word': 'a', 'replacement_word': 'but'}, {'position': 7685, 'original_word': '386.58', 'replacement_word': 'place'}, {'position': 3724, 'original_word': '0.30', 'replacement_word': 'would'}, {'position': 2198, 'original_word': 'via', 'replacement_word': 'new'}, {'position': 6168, 'original_word': 'A', 'replacement_word': 'was'}, {'position': 6817, 'original_word': 'Aaron', 'replacement_word': 'hand'}, {'position': 3499, 'original_word': '(0.0)', 'replacement_word': 'time'}, {'position': 4788, 'original_word': 'successfully', 'replacement_word': 'on'}, {'position': 7605, 'original_word': '411.53', 'replacement_word': 'way'}, {'position': 3768, 'original_word': 'e5', 'replacement_word': 'but'}, {'position': 6713, 'original_word': 'Huang,', 'replacement_word': 'on'}, {'position': 1085, 'original_word': 'spaces', 'replacement_word': 'for'}, {'position': 2494, 'original_word': 'that', 'replacement_word': 'has'}, {'position': 4546, 'original_word': 'the', 'replacement_word': 'or'}, {'position': 324, 'original_word': 'Under', 'replacement_word': 'with'}, {'position': 1609, 'original_word': 'and', 'replacement_word': 'place'}, {'position': 331, 'original_word': 'about', 'replacement_word': 'for'}, {'position': 4049, 'original_word': 'and', 'replacement_word': 'of'}, {'position': 2908, 'original_word': '4080.76', 'replacement_word': 'is'}, {'position': 8675, 'original_word': 'of', 'replacement_word': 'has'}, {'position': 1638, 'original_word': 'a', 'replacement_word': 'the'}, {'position': 6636, 'original_word': 'Song', 'replacement_word': 'time'}, {'position': 7662, 'original_word': '(0.0)', 'replacement_word': 'old'}, {'position': 5618, 'original_word': 'Pisa,', 'replacement_word': 'and'}, {'position': 502, 'original_word': 'from', 'replacement_word': 'of'}, {'position': 2682, 'original_word': '(0.0)', 'replacement_word': 'and'}, {'position': 7675, 'original_word': '(8.2)∗', 'replacement_word': 'place'}, {'position': 1788, 'original_word': 'Models.', 'replacement_word': 'little'}]",0.04830522,0.9986733,0.0013266802,False,False
21,"[736, 777, 1038, 1263, 1726, 1812, 1849, 1980, 2150, 2812, 3088, 3171, 4024, 4074, 4218, 4498, 5192, 5211, 5753, 5934, 6508, 6557, 6691, 7350, 7400, 7786, 8451, 8664]",28,"[{'position': 8451, 'original_word': 'method', 'replacement_word': 'was'}, {'position': 777, 'original_word': 'extract', 'replacement_word': 'have'}, {'position': 1038, 'original_word': 'nor', 'replacement_word': 'great'}, {'position': 3088, 'original_word': '(0.0)', 'replacement_word': 'had'}, {'position': 4498, 'original_word': '[17,', 'replacement_word': 'on'}, {'position': 1812, 'original_word': '4', 'replacement_word': 'place'}, {'position': 6557, 'original_word': 'Annual', 'replacement_word': 'hand'}, {'position': 6691, 'original_word': 'and', 'replacement_word': 'have'}, {'position': 5934, 'original_word': '2305.03010', 'replacement_word': 'will'}, {'position': 7350, 'original_word': 'Nevertheless,', 'replacement_word': 'world'}, {'position': 4024, 'original_word': '80', 'replacement_word': 'thing'}, {'position': 1849, 'original_word': '[67]', 'replacement_word': 'little'}, {'position': 1980, 'original_word': 'min', 'replacement_word': 'man'}, {'position': 1726, 'original_word': 'dataset', 'replacement_word': 'the'}, {'position': 5192, 'original_word': 'Jonathan', 'replacement_word': 'but'}, {'position': 8664, 'original_word': 'an', 'replacement_word': 'could'}, {'position': 5211, 'original_word': 'and', 'replacement_word': 'of'}, {'position': 736, 'original_word': 'We', 'replacement_word': 'is'}, {'position': 3171, 'original_word': 'gte', 'replacement_word': 'day'}, {'position': 2150, 'original_word': 'easier', 'replacement_word': 'old'}, {'position': 7400, 'original_word': 'by', 'replacement_word': 'good'}, {'position': 4074, 'original_word': 'vec2vec', 'replacement_word': 'thing'}, {'position': 7786, 'original_word': '1.00', 'replacement_word': 'new'}, {'position': 6508, 'original_word': 'Language', 'replacement_word': 'great'}, {'position': 1263, 'original_word': 'latents).', 'replacement_word': 'could'}, {'position': 5753, 'original_word': 'Quoc', 'replacement_word': 'could'}, {'position': 4218, 'original_word': 'more', 'replacement_word': 'will'}, {'position': 2812, 'original_word': '1.00', 'replacement_word': 'new'}]",0.042481717,0.99897385,0.0010261536,False,False
