variant_id,positions_changed,num_words_changed,changes,euclidean_distance,cosine_similarity,cosine_distance,is_collision,is_near_collision
31,"[5830, 6094]",2,"[{'position': 6094, 'original_word': 'Luca', 'replacement_word': 'good'}, {'position': 5830, 'original_word': '2018.', 'replacement_word': 'good'}]",0.025435612,0.99963224,0.00036776066,False,False
32,"[3942, 5838]",2,"[{'position': 3942, 'original_word': 'promise', 'replacement_word': 'little'}, {'position': 5838, 'original_word': 'Sarthak', 'replacement_word': 'are'}]",0.024138657,0.99966866,0.00033134222,False,False
33,"[6140, 7782]",2,"[{'position': 6140, 'original_word': 'Language', 'replacement_word': 'own'}, {'position': 7782, 'original_word': '(0.1)', 'replacement_word': 'for'}]",0.002070666,0.99999756,2.4437904e-06,False,False
34,"[2497, 6311]",2,"[{'position': 2497, 'original_word': 'a', 'replacement_word': 'great'}, {'position': 6311, 'original_word': 'Maiorca,', 'replacement_word': 'place'}]",0.024023805,0.99967194,0.00032806396,False,False
35,"[3946, 6403]",2,"[{'position': 3946, 'original_word': 'at', 'replacement_word': 'thing'}, {'position': 6403, 'original_word': '.', 'replacement_word': 'is'}]",0.0017357453,0.99999815,1.847744e-06,False,False
36,"[6499, 7019]",2,"[{'position': 6499, 'original_word': 'and', 'replacement_word': 'hand'}, {'position': 7019, 'original_word': 'Zhu,', 'replacement_word': 'last'}]",0.03378754,0.99935114,0.00064885616,False,False
37,"[6526, 6951]",2,"[{'position': 6526, 'original_word': '“SVCCA:', 'replacement_word': 'way'}, {'position': 6951, 'original_word': 'Model', 'replacement_word': 'or'}]",0.0254791,0.9996311,0.00036889315,False,False
38,"[3097, 6563]",2,"[{'position': 3097, 'original_word': '0.53', 'replacement_word': 'day'}, {'position': 6563, 'original_word': 'Computational', 'replacement_word': 'was'}]",0.034989025,0.99930406,0.00069594383,False,False
39,"[5994, 6663]",2,"[{'position': 5994, 'original_word': '2016.', 'replacement_word': 'person'}, {'position': 6663, 'original_word': 'Xiaoguang', 'replacement_word': 'were'}]",0.03052832,0.99947023,0.0005297661,False,False
40,"[6924, 8440]",2,"[{'position': 8440, 'original_word': 'Table', 'replacement_word': 'thing'}, {'position': 6924, 'original_word': 'Bo', 'replacement_word': 'hand'}]",0.018607358,0.9998043,0.00019568205,False,False
41,"[702, 7112]",2,"[{'position': 7112, 'original_word': 'vergence', 'replacement_word': 'with'}, {'position': 702, 'original_word': 'unknown', 'replacement_word': 'time'}]",0.03355362,0.99935997,0.0006400347,False,False
42,"[4745, 7276]",2,"[{'position': 4745, 'original_word': 'of', 'replacement_word': 'way'}, {'position': 7276, 'original_word': 'required', 'replacement_word': 'place'}]",0.0019574694,0.99999774,2.2649765e-06,False,False
43,"[6702, 7706]",2,"[{'position': 7706, 'original_word': '1.00', 'replacement_word': 'last'}, {'position': 6702, 'original_word': 'In:', 'replacement_word': 'the'}]",0.033726588,0.9993534,0.0006465912,False,False
44,"[659, 7790]",2,"[{'position': 659, 'original_word': 'any', 'replacement_word': 'great'}, {'position': 7790, 'original_word': '(0.0)', 'replacement_word': 'way'}]",0.0032551435,0.999994,6.020069e-06,False,False
45,"[6792, 7892]",2,"[{'position': 6792, 'original_word': 'Qiao,', 'replacement_word': 'place'}, {'position': 7892, 'original_word': 'are', 'replacement_word': 'is'}]",0.024041438,0.9996713,0.00032871962,False,False
46,"[5547, 8194]",2,"[{'position': 8194, 'original_word': '0.66', 'replacement_word': 'of'}, {'position': 5547, 'original_word': 'Learning', 'replacement_word': 'long'}]",0.00249229,0.9999965,3.516674e-06,False,False
47,"[814, 8280]",2,"[{'position': 8280, 'original_word': 'shown', 'replacement_word': 'had'}, {'position': 814, 'original_word': 'problem', 'replacement_word': 'on'}]",0.0038952471,0.9999913,8.702278e-06,False,False
48,"[4798, 8390]",2,"[{'position': 4798, 'original_word': 'and', 'replacement_word': 'and'}, {'position': 8390, 'original_word': '4084.15', 'replacement_word': 'in'}]",0.0023636045,0.99999684,3.1590462e-06,False,False
49,"[5641, 8559]",2,"[{'position': 5641, 'original_word': 'and', 'replacement_word': 'own'}, {'position': 8559, 'original_word': 'to', 'replacement_word': 'own'}]",0.004591869,0.9999881,1.1920929e-05,False,False
